Year,country_code,country_name,gdp,income_group,region,population,remittance_growth_rate,remittance_paid,remittance_per_capita,remittance_received,remittance_to_gdp_ratio,remittance_volatility,unemployment_rate,unemployment_rate_change
2003,DJI,Djibouti,3.965612065,Lower middle income,Middle East & North Africa,806411.0,64.93604212356247,4839045.47,30.58970958977494,24667878.3,6220446.653800464,19384986.30980651,28.219,-0.1319999999999979
2004,DJI,Djibouti,3.714466737,Lower middle income,Middle East & North Africa,818373.0,0.2965328801707301,4670241.558,30.23196839338541,24741026.67,6660721.019131313,19384986.30980651,28.094,-0.125
2005,DJI,Djibouti,3.647797743,Lower middle income,Middle East & North Africa,830861.0,4.480327493216341,4670241.558,31.111709046398857,25849505.69,7086331.949079229,19384986.30980651,27.948,-0.1460000000000008
2006,DJI,Djibouti,3.70302609,Lower middle income,Middle East & North Africa,846947.0,10.143665652432055,4726509.529,33.61673530929326,28471593.12,7688736.840630794,19384986.30980651,27.768,-0.1799999999999997
2007,DJI,Djibouti,3.377728229,Lower middle income,Middle East & North Africa,865196.0,0.5928853692469538,4698375.544,33.102784837192964,28640397.03,8479189.291815579,19384986.30980651,27.619,-0.1490000000000009
2008,DJI,Djibouti,3.03555941,Lower middle income,Middle East & North Africa,882886.0,5.893909599897751,5120385.323,34.35147475438505,30328436.14,9991053.392033596,19384986.30980651,27.455,-0.1640000000000014
2009,DJI,Djibouti,3.094680047,Lower middle income,Middle East & North Africa,901103.0,7.05009279123352,5789974.173,36.02986454378689,32466619.03,10491106.84688497,19384986.30980651,27.402,-0.0529999999999972
2010,DJI,Djibouti,2.89214171,Lower middle income,Middle East & North Africa,919199.0,0.5372617020541037,11619335.93,35.510319027762215,32641049.74,11286117.00703974,19384986.30980651,27.194,-0.2080000000000019
2011,DJI,Djibouti,2.611455713,Lower middle income,Middle East & North Africa,936811.0,-0.8619203801378705,12857231.28,34.54241024069957,32359709.88,12391445.01624562,19384986.30980651,26.971,-0.2229999999999989
2012,DJI,Djibouti,2.457506994,Lower middle income,Middle East & North Africa,954297.0,2.799513139516452,12407087.51,34.85877479442983,33265624.21,13536329.414816711,19384986.30980651,26.873,-0.0979999999999989
2013,DJI,Djibouti,1.947657515,Lower middle income,Middle East & North Africa,971753.0,19.60419485541949,0.0,40.94361633048728,39787082.0,20428171.633656032,19384986.30980651,26.714,-0.1590000000000024
2014,DJI,Djibouti,1.710387664,Lower middle income,Middle East & North Africa,989087.0,-4.794229946292628,0.0,38.29753884137593,37879597.8,22146790.810811177,19384986.30980651,26.51,-0.203999999999997
2015,DJI,Djibouti,1.638098837,Lower middle income,Middle East & North Africa,1006259.0,4.842543074731398,0.0,39.46691024875305,39713933.64,24243917.853413384,19384986.30980651,26.337,-0.1730000000000018
2016,DJI,Djibouti,1.54464174,Lower middle income,Middle East & North Africa,1023261.0,1.3176537100140884,0.0,39.32254406256077,40237225.76,26049552.27999989,19384986.30980651,26.197,-0.1400000000000005
2017,DJI,Djibouti,1.495818316,Lower middle income,Middle East & North Africa,1040233.0,2.6989232470385094,0.0,39.72494393083088,41323197.6,27625813.347775582,19384986.30980651,26.06,-0.1370000000000004
2018,DJI,Djibouti,2.054523789,Lower middle income,Middle East & North Africa,1057198.0,44.85294117220009,0.0,56.61935333778536,59857867.11,29134667.328011163,19384986.30980651,26.149,0.0890000000000021
2019,DJI,Djibouti,2.572528108,Lower middle income,Middle East & North Africa,1073994.0,32.750517010528355,0.0,73.98703164077267,79461628.06,30888536.38290353,19384986.30980651,26.315,0.1660000000000003
2020,DJI,Djibouti,2.013644292,Lower middle income,Middle East & North Africa,1090156.0,-19.388188646685023,1688039.117,58.75806555208612,64055457.71,31810711.53653388,19384986.30980651,28.048,1.732999999999997
2021,DJI,Djibouti,2.355478143,Lower middle income,Middle East & North Africa,1105557.0,24.007378777342268,1130986.209,71.84929774765118,79433494.07,33722874.61297831,19384986.30980651,27.954,-0.0939999999999976
2022,DJI,Djibouti,1.555617396,Lower middle income,Middle East & North Africa,1120849.0,-31.16046462489447,0.0,48.785918754444175,54681648.25,35151090.74416651,19384986.30980651,27.929,-0.0250000000000021
1970,DMA,Dominica,0.0,Upper middle income,Latin America & Caribbean,68895.0,0.0,0.0,0.0,0.0,0.0,16285337.035458138,0.0,0.0
1971,DMA,Dominica,0.0,Upper middle income,Latin America & Caribbean,69430.0,0.0,0.0,0.0,0.0,0.0,16285337.035458138,0.0,0.0
1972,DMA,Dominica,0.0,Upper middle income,Latin America & Caribbean,69870.0,0.0,0.0,0.0,0.0,0.0,16285337.035458138,0.0,0.0
1973,DMA,Dominica,0.0,Upper middle income,Latin America & Caribbean,70334.0,0.0,0.0,0.0,0.0,0.0,16285337.035458138,0.0,0.0
1974,DMA,Dominica,0.0,Upper middle income,Latin America & Caribbean,70822.0,0.0,0.0,0.0,0.0,0.0,16285337.035458138,0.0,0.0
1975,DMA,Dominica,0.0,Upper middle income,Latin America & Caribbean,71300.0,0.0,0.0,0.0,0.0,0.0,16285337.035458138,0.0,0.0
1976,DMA,Dominica,0.0,Upper middle income,Latin America & Caribbean,71748.0,0.0,0.0,18.123917572615262,1300354.838,0.0,16285337.035458138,0.0,0.0
1977,DMA,Dominica,6.975789063,Upper middle income,Latin America & Caribbean,72142.0,146.08667991897764,0.0,44.356963322336505,3200000.048,458729.4740566326,16285337.035458138,0.0,0.0
1978,DMA,Dominica,10.15224629,Upper middle income,Latin America & Caribbean,72478.0,81.25000324999993,0.0,80.0242858660559,5800000.191,571302.1557320788,16285337.035458138,0.0,0.0
1979,DMA,Dominica,15.8130756,Upper middle income,Latin America & Caribbean,72768.0,49.99999176724166,0.0,119.55804486862358,8699999.809,550177.5890453594,16285337.035458138,0.0,0.0
1980,DMA,Dominica,11.81243229,Upper middle income,Latin America & Caribbean,72978.0,-1.1494187378780607,0.0,117.84373894872428,8600000.381,728046.5335052514,16285337.035458138,0.0,0.0
1981,DMA,Dominica,10.3522958,Upper middle income,Latin America & Caribbean,72932.0,-1.1627950763924422,0.0,116.54692041902044,8500000.0,821073.9109676522,16285337.035458138,0.0,0.0
1982,DMA,Dominica,8.377307059,Upper middle income,Latin America & Caribbean,72626.0,-11.764705882352944,0.0,103.26880180651555,7500000.0,895275.7666847748,16285337.035458138,0.0,0.0
1983,DMA,Dominica,9.527169084,Upper middle income,Latin America & Caribbean,72269.0,25.33332825333334,0.0,130.06959580179608,9399999.619,986651.914763057,16285337.035458138,0.0,0.0
1984,DMA,Dominica,9.893999644,Upper middle income,Latin America & Caribbean,71936.0,14.893623699411762,0.0,150.133454598532,10800000.19,1091570.707357911,16285337.035458138,0.0,0.0
1985,DMA,Dominica,9.289330338,Upper middle income,Latin America & Caribbean,71596.0,2.777779488168708,0.0,155.03659953070004,11100000.38,1194919.3296090534,16285337.035458138,0.0,0.0
1986,DMA,Dominica,5.699609538,Upper middle income,Latin America & Caribbean,71215.0,-30.59726471829185,4370370.388,108.17529846240258,7703703.88,1351619.5852783346,16285337.035458138,0.0,0.0
1987,DMA,Dominica,7.755234257,Upper middle income,Latin America & Caribbean,70808.0,52.88461048687141,1962962.985,166.333997147215,11777777.67,1518687.5443986992,16285337.035458138,0.0,0.0
1988,DMA,Dominica,9.415855293,Upper middle income,Latin America & Caribbean,70397.0,36.79245050649696,1814814.806,228.86075670838244,16111110.69,1711061.840763147,16285337.035458138,0.0,0.0
1989,DMA,Dominica,7.221869407,Upper middle income,Latin America & Caribbean,69975.0,-17.011494941197004,2099999.905,191.0735249732047,13370369.91,1851372.4295596364,16285337.035458138,0.0,0.0
1990,DMA,Dominica,6.911705177,Upper middle income,Latin America & Caribbean,69481.0,4.127426793085642,162962.963,200.37452166779408,13922222.14,2014296.2964231768,16285337.035458138,0.0,0.0
1991,DMA,Dominica,2.256640048,Upper middle income,Latin America & Caribbean,69141.0,-64.37882557015429,200000.0,71.7267472700713,4959259.033,2197629.629676766,16285337.035458138,0.0,0.0
1992,DMA,Dominica,2.210582991,Upper middle income,Latin America & Caribbean,69112.0,4.331597494113004,122222.2222,74.86506211656442,5174074.173,2340592.592119515,16285337.035458138,0.0,0.0
1993,DMA,Dominica,5.59494345,Upper middle income,Latin America & Caribbean,69169.0,165.49748323447545,18518.51852,198.6010598678599,13737036.71,2455259.259144076,16285337.035458138,0.0,0.0
1994,DMA,Dominica,5.025146625,Upper middle income,Latin America & Caribbean,69198.0,-3.2892963711094403,444444.4444,191.98798895921848,13285184.86,2643740.740599783,16285337.035458138,0.0,0.0
1995,DMA,Dominica,3.948948341,Upper middle income,Latin America & Caribbean,69201.0,-18.39977498062454,151851.8519,156.65583936648315,10840740.74,2745222.2221916374,16285337.035458138,0.0,0.0
1996,DMA,Dominica,3.800195142,Upper middle income,Latin America & Caribbean,69166.0,2.45985653928662,62962.96296,160.5905706561027,11107407.41,2922851.8523273245,16285337.035458138,0.0,0.0
1997,DMA,Dominica,3.772293325,Upper middle income,Latin America & Caribbean,69081.0,2.900966968312546,122222.2222,165.45257929097727,11429629.63,3029888.88861128,16285337.035458138,0.0,0.0
1998,DMA,Dominica,3.74378238,Upper middle income,Latin America & Caribbean,68938.0,5.605962404225329,7407.407407,175.09023136731554,12070370.37,3224111.111394247,16285337.035458138,0.0,0.0
1999,DMA,Dominica,3.914038515,Upper middle income,Latin America & Caribbean,68698.0,7.579012010051511,7407.407407,189.01838758042445,12985185.19,3317592.5940013397,16285337.035458138,0.0,0.0
2000,DMA,Dominica,4.054999611,Upper middle income,Latin America & Caribbean,68346.0,4.135767200406026,11111.11111,197.84950428701023,13522222.22,3334703.703378481,16285337.035458138,0.0,0.0
2001,DMA,Dominica,4.21588373,Upper middle income,Latin America & Caribbean,68153.0,6.066831003462081,6666.666667,210.446973574164,14342592.59,3402037.036253844,16285337.035458138,0.0,0.0
2002,DMA,Dominica,4.339111635,Upper middle income,Latin America & Caribbean,68262.0,0.802969681229726,6233.333333,211.7980612932525,14457759.26,3331962.962967188,16285337.035458138,0.0,0.0
2003,DMA,Dominica,4.312361102,Upper middle income,Latin America & Caribbean,68442.0,2.4004795193968365,6296.296296,216.31183790654865,14804814.81,3433111.110090892,16285337.035458138,0.0,0.0
2004,DMA,Dominica,5.455103688,Upper middle income,Latin America & Caribbean,68574.0,35.30152857075824,6629.62963,292.1098483390206,20031140.74,3671999.999571777,16285337.035458138,0.0,0.0
2005,DMA,Dominica,5.97721685,Upper middle income,Latin America & Caribbean,68674.0,8.692483980819965,7144.444444,317.0391187348924,21772344.44,3642555.554931892,16285337.035458138,0.0,0.0
2006,DMA,Dominica,5.656612064,Upper middle income,Latin America & Caribbean,68742.0,1.3902448164649694,7429.62963,321.12876160134994,22075033.33,3902518.518194073,16285337.035458138,0.0,0.0
2007,DMA,Dominica,5.335540691,Upper middle income,Latin America & Caribbean,68775.0,1.8462117538284195,7896.296296,326.9005480189022,22482585.19,4213740.7419502335,16285337.035458138,0.0,0.0
2008,DMA,Dominica,4.951305866,Upper middle income,Latin America & Caribbean,68782.0,0.9062487177436518,8055.555556,329.8295096100724,22686333.33,4581888.888299998,16285337.035458138,0.0,0.0
2009,DMA,Dominica,4.526619462,Upper middle income,Latin America & Caribbean,68787.0,-2.4147185974543683,8085.185185,321.8416593251632,22138522.22,4890740.740600827,16285337.035458138,0.0,0.0
2010,DMA,Dominica,4.635094088,Upper middle income,Latin America & Caribbean,68755.0,3.391256528052033,8016.296296,332.9110071994764,22889296.3,4938259.259776218,16285337.035458138,0.0,0.0
2011,DMA,Dominica,4.56466199,Upper middle income,Latin America & Caribbean,68742.0,-0.0836910831548798,8038.888889,332.69529545256177,22870140.0,5010259.259087002,16285337.035458138,0.0,0.0
2012,DMA,Dominica,4.783760431,Upper middle income,Latin America & Caribbean,68888.0,1.6561268098927329,1616552.222,337.48836546278017,23248898.52,4859962.963308352,16285337.035458138,0.0,0.0
2013,DMA,Dominica,4.726331351,Upper middle income,Latin America & Caribbean,68819.0,1.2999994375647583,1701588.889,342.2184871910373,23551134.07,4982962.962386681,16285337.035458138,0.0,0.0
2014,DMA,Dominica,9.706638051,Upper middle income,Latin America & Caribbean,69371.0,114.40432549836864,24816579.64,727.8927815657839,50494650.15,5202074.073916656,16285337.035458138,0.0,0.0
2015,DMA,Dominica,10.34295788,Upper middle income,Latin America & Caribbean,70007.0,10.760652492608669,24805920.92,798.8944531261159,55928203.98,5407370.370147925,16285337.035458138,0.0,0.0
2016,DMA,Dominica,7.641697233,Upper middle income,Latin America & Caribbean,70075.0,-21.267409756718592,21161683.97,628.3799310738494,44033723.67,5762296.297194846,16285337.035458138,0.0,0.0
2017,DMA,Dominica,8.503722289,Upper middle income,Latin America & Caribbean,70403.0,0.7212594882507695,20317892.46,629.9635112140107,44351321.08,5215518.519151395,16285337.035458138,0.0,0.0
2018,DMA,Dominica,7.596191257,Upper middle income,Latin America & Caribbean,70823.0,-4.982721272301727,14322031.0,595.0244746763057,42141418.37,5547703.703637803,16285337.035458138,0.0,0.0
2019,DMA,Dominica,7.768308315,Upper middle income,Latin America & Caribbean,71428.0,12.730146106850192,25718457.75,665.0904757238058,47506082.5,6115370.370698269,16285337.035458138,0.0,0.0
2020,DMA,Dominica,11.60813641,Upper middle income,Latin America & Caribbean,71995.0,23.205156960690232,22197612.04,812.9723384957289,58529943.51,5042148.148739751,16285337.035458138,0.0,0.0
2021,DMA,Dominica,11.71935669,Upper middle income,Latin America & Caribbean,72412.0,11.180153845325314,20281319.3,898.6588029608353,65073681.24,5552666.666040353,16285337.035458138,0.0,0.0
2022,DMA,Dominica,8.496063612,Upper middle income,Latin America & Caribbean,72737.0,-20.09058192325497,0.0,714.9043815389691,52000000.0,6120481.481159607,16285337.035458138,0.0,0.0
1970,DOM,Dominican Republic,1.689666804,Upper middle income,Latin America & Caribbean,4475871.0,0.0,0.0,5.6078471385792845,25100000.38,14855000.003894258,2751590196.5644274,0.0,0.0
1971,DOM,Dominican Republic,0.870087009,Upper middle income,Latin America & Caribbean,4599841.0,-42.23107657180043,0.0,3.152282872386241,14500000.0,16664999.994270688,2751590196.5644274,0.0,0.0
1972,DOM,Dominican Republic,1.20760793,Upper middle income,Latin America & Caribbean,4724801.0,65.51724137931035,0.0,5.079579012957371,24000000.0,19873999.999320973,2751590196.5644274,0.0,0.0
1973,DOM,Dominican Republic,1.023541453,Upper middle income,Latin America & Caribbean,4851183.0,0.0,0.0,4.947246888027106,24000000.0,23448000.00982471,2751590196.5644274,0.0,0.0
1974,DOM,Dominican Republic,0.916020071,Upper middle income,Latin America & Caribbean,4978582.0,11.666663499999984,0.0,5.38305871832582,26799999.24,29257000.024838973,2751590196.5644274,0.0,0.0
1975,DOM,Dominican Republic,0.777950655,Upper middle income,Latin America & Caribbean,5106453.0,4.4776149030965495,0.0,5.483258144156031,28000000.0,35992000.03244422,2751590196.5644274,0.0,0.0
1976,DOM,Dominican Republic,2.834366693,Upper middle income,Latin America & Caribbean,5235318.0,300.0,0.0,21.393160835693266,112000000.0,39515000.04449142,2751590196.5644274,0.0,0.0
1977,DOM,Dominican Republic,2.694512838,Upper middle income,Latin America & Caribbean,5365074.0,10.357141517857135,0.0,23.03789258079199,123599998.5,45871000.04011931,2751590196.5644274,0.0,0.0
1978,DOM,Dominican Republic,2.779655415,Upper middle income,Latin America & Caribbean,5495443.0,6.472498136802152,0.0,23.94711510973729,131600006.1,47344000.04757424,2751590196.5644274,0.0,0.0
1979,DOM,Dominican Republic,2.933367334,Upper middle income,Latin America & Caribbean,5625864.0,22.56838573201252,0.0,28.67115221768603,161300003.1,54988000.04704763,2751590196.5644274,0.0,0.0
1980,DOM,Dominican Republic,2.708059189,Upper middle income,Latin America & Caribbean,5755800.0,13.515190688796697,0.0,31.811391309635496,183100006.1,67613000.0569201,2751590196.5644274,0.0,0.0
1981,DOM,Dominican Republic,2.418896138,Upper middle income,Latin America & Caribbean,5885244.0,-0.1092365883869739,0.0,31.07772488277461,182899993.9,75613000.08987819,2751590196.5644274,0.0,0.0
1982,DOM,Dominican Republic,2.298183223,Upper middle income,Latin America & Caribbean,6014979.0,3.881906143683023,0.0,31.587807704731805,190000000.0,82674000.09646663,2751590196.5644274,0.0,0.0
1983,DOM,Dominican Republic,2.114829835,Upper middle income,Latin America & Caribbean,6147213.0,2.631578947368429,0.0,31.721692415733763,195000000.0,92206000.11064246,2751590196.5644274,0.0,0.0
1984,DOM,Dominican Republic,1.768155942,Upper middle income,Latin America & Caribbean,6282104.0,5.128205128205132,0.0,32.632379215625846,205000000.0,115940000.0478012,2751590196.5644274,0.0,0.0
1985,DOM,Dominican Republic,4.797228449,Upper middle income,Latin America & Caribbean,6417798.0,18.048780487804876,0.0,37.70763741707047,242000000.0,50445794.3941456,2751590196.5644274,0.0,0.0
1986,DOM,Dominican Republic,3.681726341,Upper middle income,Latin America & Caribbean,6554325.0,-6.859506652892556,0.0,34.38950523509286,225399993.9,61221278.55889983,2751590196.5644274,0.0,0.0
1987,DOM,Dominican Republic,4.686762504,Upper middle income,Latin America & Caribbean,6692720.0,21.16238397999355,0.0,40.80553289245629,273100006.1,58270502.47733228,2751590196.5644274,0.0,0.0
1988,DOM,Dominican Republic,5.373722588,Upper middle income,Latin America & Caribbean,6834207.0,5.748803130473457,0.0,42.25801000759854,288799987.8,53743002.74541824,2751590196.5644274,0.0,0.0
1989,DOM,Dominican Republic,4.494067417,Upper middle income,Latin America & Caribbean,6980033.0,4.051250932912942,0.0,43.05137239322507,300500000.0,66865930.59625211,2751590196.5644274,0.0,0.0
1990,DOM,Dominican Republic,4.450302898,Upper middle income,Latin America & Caribbean,7129004.0,4.758731381031622,0.0,44.15763938412715,314799987.8,70736755.4557856,2751590196.5644274,0.0,0.0
1991,DOM,Dominican Republic,3.353865925,Upper middle income,Latin America & Caribbean,7278402.0,4.669635568518271,0.0,45.27092622803742,329500000.0,98244833.68398216,2751590196.5644274,6.431,0.0
1992,DOM,Dominican Republic,2.986545303,Upper middle income,Latin America & Caribbean,7427340.0,5.189683186646432,0.0,46.66542882108534,346600006.1,116053825.0505822,2751590196.5644274,6.294,-0.1370000000000004
1993,DOM,Dominican Republic,5.795409513,Upper middle income,Latin America & Caribbean,7576074.0,118.724743871261,10200000.0,100.06501726355894,758099975.6,130810423.9915168,2751590196.5644274,6.343,0.0490000000000003
1994,DOM,Dominican Republic,5.445643373,Upper middle income,Latin America & Caribbean,7723934.0,5.197206921002295,7400000.0,103.2504938545565,797500000.0,146447342.46720567,2751590196.5644274,6.413,0.0700000000000002
1995,DOM,Dominican Republic,5.044066206,Upper middle income,Latin America & Caribbean,7869753.0,5.228840125391843,7000000.0,106.63612949478846,839200000.0,166373708.37871987,2751590196.5644274,6.379,-0.0340000000000006
1996,DOM,Dominican Republic,5.277491149,Upper middle income,Latin America & Caribbean,8012314.0,14.71639656816015,8900000.0,120.15255517944004,962700000.0,182416222.56105843,2751590196.5644274,6.383,0.0040000000000004
1997,DOM,Dominican Republic,5.706021506,Upper middle income,Latin America & Caribbean,8150076.0,18.64547626467228,7600000.0,140.14593238148944,1142200000.0,200174499.6577656,2751590196.5644274,6.352,-0.0309999999999996
1998,DOM,Dominican Republic,6.48664638,Upper middle income,Latin America & Caribbean,8282126.0,23.07827000525302,18500000.0,169.73902594575355,1405800000.0,216722157.74463105,2751590196.5644274,6.388,0.0359999999999995
1999,DOM,Dominican Republic,7.368347029,Upper middle income,Latin America & Caribbean,8411374.0,16.026461801109694,17800000.0,193.9159999305702,1631100000.0,221365795.28358155,2751590196.5644274,6.405,0.0170000000000003
2000,DOM,Dominican Republic,7.565278365,Upper middle income,Latin America & Caribbean,8540791.0,12.733737968242288,19300000.0,215.2962178795852,1838800000.0,243057811.13184455,2751590196.5644274,6.43,0.0249999999999994
2001,DOM,Dominican Republic,7.740854587,Upper middle income,Latin America & Caribbean,8669040.0,7.776810963671954,21700000.0,228.60662772348496,1981800000.0,256018244.20371327,2751590196.5644274,7.26,0.8300000000000001
2002,DOM,Dominican Republic,8.085876551,Upper middle income,Latin America & Caribbean,8795101.0,10.722575436471905,22500000.0,249.4911655932092,2194300000.0,271374412.6762145,2751590196.5644274,6.78,-0.4799999999999995
2003,DOM,Dominican Republic,10.86474669,Upper middle income,Latin America & Caribbean,8919852.0,5.974570478056784,22900000.0,260.6993927701939,2325400000.0,214031681.21170437,2751590196.5644274,6.94,0.1600000000000001
2004,DOM,Dominican Republic,11.20489458,Upper middle income,Latin America & Caribbean,9043127.0,7.559989679194978,23900000.0,276.58574296258365,2501200000.0,223223876.15002444,2751590196.5644274,6.3,-0.6400000000000006
2005,DOM,Dominican Republic,7.600294609,Upper middle income,Latin America & Caribbean,9164768.0,8.71581640812411,24700000.0,296.7014549631808,2719200000.0,357775604.7482712,2751590196.5644274,6.59,0.29
2006,DOM,Dominican Republic,8.061810234,Upper middle income,Latin America & Caribbean,9284168.0,12.3050897322742,26600000.0,328.9255429242556,3053800000.0,378798298.5658554,2751590196.5644274,5.65,-0.9399999999999996
2007,DOM,Dominican Republic,7.726520027,Upper middle income,Latin America & Caribbean,9402206.0,11.23845700438797,28200000.0,361.298188956932,3397000000.0,439654590.6992185,2751590196.5644274,5.16,-0.4900000000000002
2008,DOM,Dominican Republic,7.492321447,Upper middle income,Latin America & Caribbean,9522948.0,6.137768619370032,34500000.0,378.6117492188344,3605500000.0,481226015.9291054,2751590196.5644274,4.76,-0.4000000000000003
2009,DOM,Dominican Republic,7.075473723,Upper middle income,Latin America & Caribbean,9648061.0,-5.291915129663016,26900000.0,353.9260375737674,3414700000.0,482610795.2178455,2751590196.5644274,5.47,0.71
2010,DOM,Dominican Republic,7.216833405,Upper middle income,Latin America & Caribbean,9775755.0,13.831376109175045,534000000.0,397.6163477910402,3887000000.0,538601874.5156276,2751590196.5644274,5.21,-0.2599999999999998
2011,DOM,Dominican Republic,7.307800328,Upper middle income,Latin America & Caribbean,9903737.0,9.099562644713144,565500000.0,428.1919037228069,4240700000.0,580297737.9871291,2751590196.5644274,6.09,0.8799999999999999
2012,DOM,Dominican Republic,7.023718067,Upper middle income,Latin America & Caribbean,10030882.0,0.5046336689697561,565200000.0,424.8978305197888,4262100000.0,606815358.9513946,2751590196.5644274,6.72,0.6299999999999999
2013,DOM,Dominican Republic,7.155943721,Upper middle income,Latin America & Caribbean,10157051.0,5.241547593909113,531100000.0,441.614401660482,4485500000.0,626821587.0447314,2751590196.5644274,7.35,0.6299999999999999
2014,DOM,Dominican Republic,7.160469085,Upper middle income,Latin America & Caribbean,10282115.0,7.243339649983271,574800000.0,467.841489810219,4810400000.0,671799562.6958286,2751590196.5644274,6.72,-0.6299999999999999
2015,DOM,Dominican Republic,7.301640768,Upper middle income,Latin America & Caribbean,10405832.0,8.020123066688845,585000000.0,499.3545926937894,5196200000.0,711648267.1638331,2751590196.5644274,7.61,0.8900000000000006
2016,DOM,Dominican Republic,7.276171473,Upper middle income,Latin America & Caribbean,10527592.0,6.008236788422305,617100000.0,523.2345630415768,5508400000.0,757046479.7923269,2751590196.5644274,7.28,-0.33
2017,DOM,Dominican Republic,7.722438623,Upper middle income,Latin America & Caribbean,10647244.0,12.152349139496032,651400000.0,580.2252676842946,6177800000.0,799980459.7475789,2751590196.5644274,5.83,-1.4500000000000002
2018,DOM,Dominican Republic,7.968755644,Upper middle income,Latin America & Caribbean,10765531.0,10.35805626598465,622700000.0,633.2897095368543,6817700000.0,855553903.8436099,2751590196.5644274,5.86,0.0300000000000002
2019,DOM,Dominican Republic,8.343248856,Upper middle income,Latin America & Caribbean,10881882.0,8.843158249849647,741100000.0,681.9224836292104,7420600000.0,889413719.7721865,2751590196.5644274,6.18,0.3199999999999994
2020,DOM,Dominican Republic,10.56710808,Upper middle income,Latin America & Caribbean,10999664.0,12.276635312508422,837300000.0,757.441318207538,8331600000.0,788446558.597137,2751590196.5644274,6.13,-0.0499999999999998
2021,DOM,Dominican Republic,11.39899131,Upper middle income,Latin America & Caribbean,11117873.0,28.94041960727831,871800000.0,966.2639607414116,10742800000.0,942434265.2648273,2751590196.5644274,7.7,1.5700000000000005
2022,DOM,Dominican Republic,9.04429075,Upper middle income,Latin America & Caribbean,11228821.0,-4.325687902595221,954500000.0,915.3320727082568,10278100000.0,1136418574.3365228,2751590196.5644274,7.121,-0.5789999999999997
1970,ECU,Ecuador,0.0,Upper middle income,Latin America & Caribbean,6172215.0,0.0,0.0,0.0,0.0,0.0,1373206349.733766,0.0,0.0
1971,ECU,Ecuador,0.0,Upper middle income,Latin America & Caribbean,6350944.0,0.0,0.0,0.0,0.0,0.0,1373206349.733766,0.0,0.0
1972,ECU,Ecuador,0.0,Upper middle income,Latin America & Caribbean,6533630.0,0.0,0.0,0.0,0.0,0.0,1373206349.733766,0.0,0.0
1973,ECU,Ecuador,0.0,Upper middle income,Latin America & Caribbean,6720443.0,0.0,0.0,0.0,0.0,0.0,1373206349.733766,0.0,0.0
1974,ECU,Ecuador,0.0,Upper middle income,Latin America & Caribbean,6911123.0,0.0,0.0,0.0,0.0,0.0,1373206349.733766,0.0,0.0
1975,ECU,Ecuador,0.0,Upper middle income,Latin America & Caribbean,7105786.0,0.0,0.0,0.0,0.0,0.0,1373206349.733766,0.0,0.0
1976,ECU,Ecuador,0.036295946,Upper middle income,Latin America & Caribbean,7304349.0,0.0,23600000.38,0.4517856351058801,3299999.952,90919243.48796418,1373206349.733766,0.0,0.0
1977,ECU,Ecuador,0.0,Upper middle income,Latin America & Caribbean,7506665.0,0.0,24799999.24,0.0,0.0,0.0,1373206349.733766,0.0,0.0
1978,ECU,Ecuador,0.0,Upper middle income,Latin America & Caribbean,7712718.0,0.0,11500000.0,0.0,0.0,0.0,1373206349.733766,0.0,0.0
1979,ECU,Ecuador,0.0,Upper middle income,Latin America & Caribbean,7922490.0,0.0,43400001.53,0.0,0.0,0.0,1373206349.733766,0.0,0.0
1980,ECU,Ecuador,0.0,Upper middle income,Latin America & Caribbean,8135845.0,0.0,66900001.53,0.0,0.0,0.0,1373206349.733766,0.0,0.0
1981,ECU,Ecuador,0.0,Upper middle income,Latin America & Caribbean,8352602.0,0.0,66199996.95,0.0,0.0,0.0,1373206349.733766,0.0,0.0
1982,ECU,Ecuador,0.0,Upper middle income,Latin America & Caribbean,8572607.0,0.0,125000000.0,0.0,0.0,0.0,1373206349.733766,0.0,0.0
1983,ECU,Ecuador,0.0,Upper middle income,Latin America & Caribbean,8795873.0,0.0,86000000.0,0.0,0.0,0.0,1373206349.733766,0.0,0.0
1984,ECU,Ecuador,0.0,Upper middle income,Latin America & Caribbean,9022979.0,0.0,122000000.0,0.0,0.0,0.0,1373206349.733766,0.0,0.0
1985,ECU,Ecuador,0.0,Upper middle income,Latin America & Caribbean,9254311.0,0.0,114000000.0,0.0,0.0,0.0,1373206349.733766,0.0,0.0
1986,ECU,Ecuador,0.019589734,Upper middle income,Latin America & Caribbean,9490096.0,-9.090907768595024,167000000.0,0.3161190360982649,3000000.0,153141436.22368735,1373206349.733766,0.0,0.0
1987,ECU,Ecuador,0.021512421,Upper middle income,Latin America & Caribbean,9729376.0,0.0,147000000.0,0.3083445433705101,3000000.0,139454318.04258573,1373206349.733766,0.0,0.0
1988,ECU,Ecuador,0.015323455,Upper middle income,Latin America & Caribbean,9969788.0,-33.333333333333336,188000000.0,0.2006060710618921,2000000.0,130518867.97070244,1373206349.733766,0.0,0.0
1989,ECU,Ecuador,0.007198995,Upper middle income,Latin America & Caribbean,10210185.0,-50.0,175000000.0,0.0979414182994725,1000000.0,138908278.16938338,1373206349.733766,0.0,0.0
1990,ECU,Ecuador,0.334661522,Upper middle income,Latin America & Caribbean,10449837.0,5000.0,2000000.0,4.880458900937881,51000000.0,152392780.9065543,1373206349.733766,0.0,0.0
