Year,country_code,country_name,new_income_group,new_region,population,remittance_growth_rate,remittance_paid,remittance_per_capita,remittance_received,remittance_to_gdp_ratio,remittance_volatility,unemployment_rate,unemployment_rate_change,net_migration,gdp,remittance_to_gdp_ratio1
1978,CIV,Cote d'Ivoire,Lower middle income,Sub-Saharan Africa,7700816,39.58155513,463980865.5,2.877309981,22157634.74,79005262.99,137424776.7,0.0,0.0,9446,7900526290.0,0.002804577053056044
1979,CIV,Cote d'Ivoire,Lower middle income,Sub-Saharan Africa,7996368,27.29641828,636982666.0,3.527335835,28205875.4,91429339.66,137424776.7,0.0,0.0,4929,9142933956.0,0.0030849917035100146
1980,CIV,Cote d'Ivoire,Lower middle income,Sub-Saharan Africa,8303810,14.10688204,786162170.4,3.875912981,32184844.97,101756175.8,137424776.7,0.0,0.0,1771,10175617589.0,0.0031629377468736946
1981,CIV,Cote d'Ivoire,Lower middle income,Sub-Saharan Africa,8621621,-3.952079779,503806243.9,3.585506046,30912874.22,84325899.47,137424776.7,0.0,0.0,-176,8432589956.0,0.003665881346217328
1982,CIV,Cote d'Ivoire,Lower middle income,Sub-Saharan Africa,8948119,-6.479162487,399870666.5,3.230844256,28909978.87,75671108.52,137424776.7,0.0,0.0,-1481,7567110856.0,0.0038204777781307557
1983,CIV,Cote d'Ivoire,Lower middle income,Sub-Saharan Africa,9282050,-6.504822326,328551971.4,2.912011475,27029436.11,68381847.64,137424776.7,0.0,0.0,-2485,6838184772.0,0.003952720935631366
1984,CIV,Cote d'Ivoire,Lower middle income,Sub-Saharan Africa,9621405,-7.710746467,298885467.5,2.59268421,24945264.82,68416392.52,137424776.7,0.0,0.0,-3289,6841639250.0,0.003646094730879007
1985,CIV,Cote d'Ivoire,Lower middle income,Sub-Saharan Africa,9964075,-3.631516548,286691772.5,2.412604622,24039373.4,69776506.47,137424776.7,0.0,0.0,-4006,6977650648.0,0.003445195899409265
1986,CIV,Cote d'Ivoire,Lower middle income,Sub-Saharan Africa,10309440,48.94935593,431988006.6,3.47317525,35806491.85,91583021.21,137424776.7,0.0,0.0,-4774,9158302111.0,0.003909730364429992
1987,CIV,Cote d'Ivoire,Lower middle income,Sub-Saharan Africa,10663498,19.8755505,513747802.7,4.02524849,42923229.22,100876544.5,137424776.7,0.0,0.0,8742,10087654451.0,0.004255025727585759
1988,CIV,Cote d'Ivoire,Lower middle income,Sub-Saharan Africa,11043193,-0.661789514,528792846.7,3.86112674,42639167.79,102551698.1,137424776.7,0.0,0.0,39814,10255169812.0,0.004157821720329403
1989,CIV,Cote d'Ivoire,Lower middle income,Sub-Saharan Africa,11462943,-16.92549978,412528442.4,3.090155429,35422275.54,97574106.38,137424776.7,0.0,0.0,59771,9757410630.0,0.0036302946430368686
1990,CIV,Cote d'Ivoire,Lower middle income,Sub-Saharan Africa,11910540,25.46351465,471232452.4,3.731319643,44442031.86,107958505.9,137424776.7,0.0,0.0,62979,10795850585.0,0.004116584562753098
1991,CIV,Cote d'Ivoire,Lower middle income,Sub-Saharan Africa,12369269,-6.679243265,445930236.8,3.35295808,41473640.44,104926285.9,137424776.7,6.608,0.0,64083,10492628588.0,0.003952645430281574
1992,CIV,Cote d'Ivoire,Lower middle income,Sub-Saharan Africa,12838314,19.39841978,456757629.4,3.857116387,49518871.31,111529712.9,137424776.7,6.7,0.092,65590,11152971284.0,0.004439971201310232
1993,CIV,Cote d'Ivoire,Lower middle income,Sub-Saharan Africa,13316448,16.24679773,430494751.0,4.322782034,57564102.17,110457602.7,137424776.7,5.859,-0.841,66740,11045760269.0,0.005211420560298963
1994,CIV,Cote d'Ivoire,Lower middle income,Sub-Saharan Africa,13802285,91.80309401,355004211.4,7.999380465,110409729.0,83135575.13,137424776.7,5.005,-0.854,67090,8313557515.0,0.013280683846931924
1995,CIV,Cote d'Ivoire,Lower middle income,Sub-Saharan Africa,14299727,36.81517704,456978302.0,10.56364686,151057266.2,110001462.6,137424776.7,4.1,-0.905,66455,11000146269.0,0.013732296144615928
1996,CIV,Cote d'Ivoire,Lower middle income,Sub-Saharan Africa,14810946,-2.683589345,523895446.8,9.925328841,147003509.5,180711528.2,137424776.7,4.084,-0.016,65161,18071152821.0,0.008134705680158444
1997,CIV,Cote d'Ivoire,Lower middle income,Sub-Saharan Africa,15335453,-7.227666697,495143341.1,8.893026231,136378585.8,180475580.3,137424776.7,4.055,-0.029,61503,18047558027.0,0.00755662265199376
1998,CIV,Cote d'Ivoire,Lower middle income,Sub-Saharan Africa,15858990,4.538099118,516943969.7,8.989701185,142567581.2,196196547.7,137424776.7,4.1,0.045,27375,19619654770.0,0.007266569308752418
1999,CIV,Cote d'Ivoire,Lower middle income,Sub-Saharan Africa,16345894,-3.511935643,498902771.0,8.415611866,137560699.5,188709924.7,137424776.7,4.358,0.258,-42783,18870992456.0,0.007289531794405588
2000,CIV,Cote d'Ivoire,Lower middle income,Sub-Saharan Africa,16799670,-13.26216192,389722259.5,7.102352415,119317176.8,165775338.9,137424776.7,4.602,0.244,-63877,16577533892.0,0.0071975227182361655
2001,CIV,Cote d'Ivoire,Lower middle income,Sub-Saharan Africa,17245468,-2.776092335,379542144.8,6.726684472,116004821.8,168105370.4,137424776.7,4.854,0.252,-76730,16810537038.0,0.006900720752571593
2002,CIV,Cote d'Ivoire,Lower middle income,Sub-Saharan Africa,17683897,3.523647239,573897827.1,6.791060958,120092422.5,180543833.3,137424776.7,5.092,0.238,-90581,18054383334.0,0.006651704479645231
2003,CIV,Cote d'Ivoire,Lower middle income,Sub-Saharan Africa,18116451,17.91210257,627857543.9,7.816293622,141603500.4,212517543.3,137424776.7,5.349,0.257,-99980,21251754335.0,0.006663144047679394
2004,CIV,Cote d'Ivoire,Lower middle income,Sub-Saharan Africa,18544903,12.42533641,591410156.3,8.584472601,159198211.7,235105756.7,137424776.7,5.473,0.124,-108973,23510575669.0,0.006771344689356615
2005,CIV,Cote d'Ivoire,Lower middle income,Sub-Saharan Africa,18970215,2.538059792,597208166.4,8.605003027,163238757.5,240369187.1,137424776.7,5.73,0.257,-117468,24036918719.0,0.00679116817793155
2006,CIV,Cote d'Ivoire,Lower middle income,Sub-Saharan Africa,19394057,2.248930129,661035721.7,8.606238659,166909883.1,252814132.7,137424776.7,5.932,0.202,-124792,25281413268.0,0.006602078820936269
2007,CIV,Cote d'Ivoire,Lower middle income,Sub-Saharan Africa,19817700,10.80040383,699271670.8,9.331901507,184936824.5,287600909.1,137424776.7,6.185,0.253,-130231,28760090924.0,0.006430328227706406
2008,CIV,Cote d'Ivoire,Lower middle income,Sub-Saharan Africa,20244449,7.994393621,758687592.0,9.865489656,199721402.2,340782402.7,137424776.7,6.356,0.171,-133857,34078240260.0,0.0058606724019851135
2009,CIV,Cote d'Ivoire,Lower middle income,Sub-Saharan Africa,20677762,58.39380283,746399976.3,15.29886668,316346324.0,338868132.4,137424776.7,6.602,0.246,-136317,33886813225.0,0.009335381344345932
2010,CIV,Cote d'Ivoire,Lower middle income,Sub-Saharan Africa,21120042,18.17490226,726293253.8,17.70081514,373841959.2,349363079.7,137424776.7,6.776,0.174,-138260,34936307964.0,0.010700671621775952
2011,CIV,Cote d'Ivoire,Lower middle income,Sub-Saharan Africa,21562914,6.227599478,728565816.8,18.41696067,397123339.1,366937108.2,137424776.7,7.215,0.439,-156846,36693710822.0,0.010822654078962808
2012,CIV,Cote d'Ivoire,Lower middle income,Sub-Saharan Africa,22010712,-7.563688442,694444945.5,16.67761438,367086167.0,363023028.5,137424776.7,7.22,0.005,-144173,36302302844.0,0.010111925091294079
2013,CIV,Cote d'Ivoire,Lower middle income,Sub-Saharan Africa,22469268,4.819704688,736281654.2,17.12466273,384778636.2,427602354.8,137424776.7,4.25,-2.97,-148501,42760235496.0,0.0089985153668294
2014,CIV,Cote d'Ivoire,Lower middle income,Sub-Saharan Africa,22995555,0.633004505,746866785.9,16.8386587,387214302.3,488430056.5,137424776.7,3.475,-0.775,-23011,48843005625.0,0.007927732893280562
2015,CIV,Cote d'Ivoire,Lower middle income,Sub-Saharan Africa,23596741,-13.12767635,649769213.5,14.25544578,336382061.9,458150051.8,137424776.7,2.697,-0.778,-21498,45815005171.0,0.007342181030963262
2016,CIV,Cote d'Ivoire,Lower middle income,Sub-Saharan Africa,24213622,1.799441732,715984964.1,14.14224857,342435061.1,484077610.6,137424776.7,1.9,-0.797,-20148,48407761032.0,0.007073970243606866
2017,CIV,Cote d'Ivoire,Lower middle income,Sub-Saharan Africa,24848016,-10.15957101,847275830.9,12.38107412,307645127.9,525123440.7,137424776.7,3.27,1.37,-18758,52512344034.0,0.005858529714476466
2018,CIV,Cote d'Ivoire,Lower middle income,Sub-Saharan Africa,25493988,7.93173689,919027300.7,13.02451111,332046730.0,585224777.9,137424776.7,2.835,-0.435,-17190,58522477745.0,0.005673832393885085
2019,CIV,Cote d'Ivoire,Lower middle income,Sub-Saharan Africa,26147551,-1.131261826,908280381.8,12.55530249,328290412.1,598984797.7,137424776.7,2.4,-0.435,-15520,59898479821.0,0.005480780365062014
2020,CIV,Cote d'Ivoire,Lower middle income,Sub-Saharan Africa,26811790,0.261117617,935869792.9,12.27622759,329147636.2,629827683.4,137424776.7,2.66,0.26,-12301,62982768372.0,0.005225995057186591
2021,CIV,Cote d'Ivoire,Lower middle income,Sub-Saharan Africa,27478249,33.73760777,1011590171.0,16.01973163,440194174.7,718110759.9,137424776.7,2.817,0.157,-21000,71811075955.0,0.006129892483101703
2022,CIV,Cote d'Ivoire,Lower middle income,Sub-Saharan Africa,28160542,-18.17701807,0.0,12.79023678,360180000.0,700187150.3,137424776.7,2.637,-0.18,0,70018715017.0,0.005144053270794117
1970,HRV,Croatia,High income,Europe & Central Asia,4412252,0.0,0.0,0.0,0.0,0.0,1443230514.0,0.0,0.0,-4120,0.0,
1971,HRV,Croatia,High income,Europe & Central Asia,4431275,0.0,0.0,0.0,0.0,0.0,1443230514.0,0.0,0.0,-5625,0.0,
1972,HRV,Croatia,High income,Europe & Central Asia,4450564,0.0,0.0,0.0,0.0,0.0,1443230514.0,0.0,0.0,-6536,0.0,
1973,HRV,Croatia,High income,Europe & Central Asia,4470161,0.0,0.0,0.0,0.0,0.0,1443230514.0,0.0,0.0,-6960,0.0,
1974,HRV,Croatia,High income,Europe & Central Asia,4490660,0.0,0.0,0.0,0.0,0.0,1443230514.0,0.0,0.0,-7085,0.0,
1975,HRV,Croatia,High income,Europe & Central Asia,4512082,0.0,0.0,0.0,0.0,0.0,1443230514.0,0.0,0.0,-6653,0.0,
1976,HRV,Croatia,High income,Europe & Central Asia,4535934,0.0,0.0,0.0,0.0,0.0,1443230514.0,0.0,0.0,-5743,0.0,
1977,HRV,Croatia,High income,Europe & Central Asia,4559571,0.0,0.0,0.0,0.0,0.0,1443230514.0,0.0,0.0,-3997,0.0,
1978,HRV,Croatia,High income,Europe & Central Asia,4581085,0.0,0.0,0.0,0.0,0.0,1443230514.0,0.0,0.0,-1469,0.0,
1979,HRV,Croatia,High income,Europe & Central Asia,4594778,0.0,0.0,0.0,0.0,0.0,1443230514.0,0.0,0.0,1612,0.0,
1980,HRV,Croatia,High income,Europe & Central Asia,4599782,0.0,0.0,0.0,0.0,0.0,1443230514.0,0.0,0.0,5588,0.0,
1981,HRV,Croatia,High income,Europe & Central Asia,4611509,0.0,0.0,0.0,0.0,0.0,1443230514.0,0.0,0.0,10294,0.0,
1982,HRV,Croatia,High income,Europe & Central Asia,4634234,0.0,0.0,0.0,0.0,0.0,1443230514.0,0.0,0.0,13490,0.0,
1983,HRV,Croatia,High income,Europe & Central Asia,4658254,0.0,0.0,0.0,0.0,0.0,1443230514.0,0.0,0.0,15293,0.0,
1984,HRV,Croatia,High income,Europe & Central Asia,4680285,0.0,0.0,0.0,0.0,0.0,1443230514.0,0.0,0.0,16236,0.0,
1985,HRV,Croatia,High income,Europe & Central Asia,4701417,0.0,0.0,0.0,0.0,0.0,1443230514.0,0.0,0.0,15822,0.0,
1986,HRV,Croatia,High income,Europe & Central Asia,4721446,0.0,0.0,0.0,0.0,0.0,1443230514.0,0.0,0.0,14071,0.0,
1987,HRV,Croatia,High income,Europe & Central Asia,4739745,0.0,0.0,0.0,0.0,0.0,1443230514.0,0.0,0.0,11068,0.0,
1988,HRV,Croatia,High income,Europe & Central Asia,4755207,0.0,0.0,0.0,0.0,0.0,1443230514.0,0.0,0.0,6641,0.0,
1989,HRV,Croatia,High income,Europe & Central Asia,4767260,0.0,0.0,0.0,0.0,0.0,1443230514.0,0.0,0.0,588,0.0,
1990,HRV,Croatia,High income,Europe & Central Asia,4777368,0.0,0.0,0.0,0.0,0.0,1443230514.0,0.0,0.0,-7183,0.0,
1991,HRV,Croatia,High income,Europe & Central Asia,4689022,0.0,0.0,0.0,0.0,0.0,1443230514.0,11.14,0.0,-47995,0.0,
1992,HRV,Croatia,High income,Europe & Central Asia,4575818,0.0,0.0,0.0,0.0,0.0,1443230514.0,11.015,-0.125,-34344,0.0,
1993,HRV,Croatia,High income,Europe & Central Asia,4600463,0.0,0.0,50.00127313,230029007.0,0.0,1443230514.0,10.684,-0.331,29470,0.0,inf
1994,HRV,Croatia,High income,Europe & Central Asia,4652024,63.24419585,0.0,80.71948956,375509002.7,0.0,1443230514.0,10.641,-0.043,27267,0.0,inf
1995,HRV,Croatia,High income,Europe & Central Asia,4620030,44.91476798,0.0,117.7845166,544168000.0,227783057.9,1443230514.0,10.18,-0.461,-52246,22778305790.0,0.023889748650178254
1996,HRV,Croatia,High income,Europe & Central Asia,4557097,19.43313433,14678982.04,142.6164285,649916898.4,241475392.1,1443230514.0,9.68,-0.5,-48626,24147539210.0,0.026914415284637196
1997,HRV,Croatia,High income,Europe & Central Asia,4534920,-8.60624442,37422012.7,130.9799206,593983461.6,241726081.8,1443230514.0,9.71,0.03,-53064,24172608178.0,0.0245725846886724
1998,HRV,Croatia,High income,Europe & Central Asia,4532135,1.216035406,35479433.54,132.6541488,601206510.8,258852252.9,1443230514.0,11.39,1.68,-48299,25885225294.0,0.023225855829787007
1999,HRV,Croatia,High income,Europe & Central Asia,4512597,-12.03260765,43294100.49,117.1976337,528865690.2,237701597.9,1443230514.0,13.56,2.17,-48578,23770159784.0,0.022249143253802874
2000,HRV,Croatia,High income,Europe & Central Asia,4468302,54.50099219,64996306.21,182.866498,817102738.7,221287194.2,1443230514.0,16.06,2.5,-50791,22128719418.0,0.036924989795629574
2001,HRV,Croatia,High income,Europe & Central Asia,4299642,13.55623843,70878588.59,215.8019515,927871134.2,230633237.2,1443230514.0,15.82,-0.24,-17581,23063323723.0,0.04023145776142736
2002,HRV,Croatia,High income,Europe & Central Asia,4302174,17.80127657,87132886.65,254.0678366,1093044041.0,267572559.4,1443230514.0,15.05,-0.77,-12562,26757255952.0,0.04085037878924574
2003,HRV,Croatia,High income,Europe & Central Asia,4303399,20.90013864,109470730.8,307.0809286,1321491761.0,352548330.2,1443230514.0,13.92,-1.13,-8641,35254833028.0,0.03748398864775358
2004,HRV,Croatia,High income,Europe & Central Asia,4304600,17.71200116,116977781.0,361.3702544,1555554397.0,418552659.6,1443230514.0,13.66,-0.26,-5673,41855265955.0,0.03716508213500372
2005,HRV,Croatia,High income,Europe & Central Asia,4310145,20.50165752,197045573.2,434.8969308,1874468832.0,450253282.2,1443230514.0,12.6,-1.06,-3834,45025328214.0,0.041631430715860056
2006,HRV,Croatia,High income,Europe & Central Asia,4311159,2.757068089,262222957.0,446.7822258,1926149214.0,495325926.0,1443230514.0,11.13,-1.47,-2720,49532592593.0,0.038886501052484895
2007,HRV,Croatia,High income,Europe & Central Asia,4310217,15.71341928,345284588.7,517.099978,2228813116.0,591729046.6,1443230514.0,9.91,-1.22,-2207,59172904661.0,0.037666109662332976
2008,HRV,Croatia,High income,Europe & Central Asia,4309705,12.40546042,392883995.4,581.3176644,2505307645.0,683420617.5,1443230514.0,8.53,-1.38,-2613,68342061762.0,0.036658356221746555
2009,HRV,Croatia,High income,Europe & Central Asia,4305181,-9.439168498,350236765.7,526.9993143,2268827435.0,619414660.2,1443230514.0,9.2,0.67,-3675,61941466003.0,0.03662857180180583
2010,HRV,Croatia,High income,Europe & Central Asia,4295427,0.803201104,332843888.3,532.4384938,2287050682.0,586936115.7,1443230514.0,11.62,2.42,-5624,58693611581.0,0.038965921850690005
2011,HRV,Croatia,High income,Europe & Central Asia,4280622,10.362074,363441737.2,589.6424786,2524036566.0,625997755.9,1443230514.0,13.68,2.06,-8241,62599775593.0,0.040320217478259486
2012,HRV,Croatia,High income,Europe & Central Asia,4267558,-17.4060991,247440156.4,488.4995728,2084700260.0,572314556.4,1443230514.0,15.93,2.25,-10440,57231455635.0,0.036425777343414234
2013,HRV,Croatia,High income,Europe & Central Asia,4255689,32.81727345,390283258.9,650.6213318,2768842045.0,593631240.6,1443230514.0,17.25,1.32,-11833,59363124069.0,0.046642458401981515
2014,HRV,Croatia,High income,Europe & Central Asia,4238389,0.215914845,443471012.2,654.6875207,2774820386.0,592144616.3,1443230514.0,17.29,0.04,-12849,59214461630.0,0.0468605186911669
2015,HRV,Croatia,High income,Europe & Central Asia,4203604,-3.527089699,413628814.0,636.8225889,2676949982.0,507420862.2,1443230514.0,16.18,-1.11,-13408,50742086223.0,0.05275600948363474
2016,HRV,Croatia,High income,Europe & Central Asia,4174349,20.41350992,424775676.7,772.1945223,3223409432.0,523910389.8,1443230514.0,13.1,-3.08,-13569,52391038979.0,0.061525968845398266
2017,HRV,Croatia,High income,Europe & Central Asia,4124531,13.63035054,466626626.7,888.0455589,3662771437.0,559374835.6,1443230514.0,11.21,-1.89,-13654,55937483558.0,0.06547973208702132
2018,HRV,Croatia,High income,Europe & Central Asia,4087843,9.589332178,532498242.0,981.937603,4014006757.0,613304836.2,1443230514.0,8.43,-2.78,-13171,61330483610.0,0.06544880328231281
2019,HRV,Croatia,High income,Europe & Central Asia,4065253,6.636081131,532746198.8,1052.918355,4280379502.0,613292675.2,1443230514.0,6.62,-1.81,-12480,61329267533.0,0.06979342284981338
2020,HRV,Croatia,High income,Europe & Central Asia,4047680,-2.204235394,570213470.0,1034.180039,4186029862.0,576249389.8,1443230514.0,7.51,0.89,-11592,57624938982.0,0.07264267756201127
2021,HRV,Croatia,High income,Europe & Central Asia,3879000,20.07280449,632132173.8,1295.76784,5026283452.0,688436746.4,1443230514.0,7.61,0.1,-10402,68843674641.0,0.0730100982873245
2022,HRV,Croatia,High income,Europe & Central Asia,3854000,7.283879202,600907920.8,1399.167584,5392391867.0,709646064.6,1443230514.0,6.746,-0.864,0,70964606465.0,0.07598706081262561
1970,CUB,Cuba,Upper middle income,Latin America & Caribbean,8869636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44466,5693005200.0,0.0
1971,CUB,Cuba,Upper middle income,Latin America & Caribbean,9025709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50012,6914658400.0,0.0
1972,CUB,Cuba,Upper middle income,Latin America & Caribbean,9169289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-61788,8135150892.0,0.0
1973,CUB,Cuba,Upper middle income,Latin America & Caribbean,9297924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-64655,9987709650.0,0.0
1974,CUB,Cuba,Upper middle income,Latin America & Caribbean,9413105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-62793,11405957317.0,0.0
1975,CUB,Cuba,Upper middle income,Latin America & Caribbean,9514305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-57074,13027415244.0,0.0
1976,CUB,Cuba,Upper middle income,Latin America & Caribbean,9600862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-51223,13789579903.0,0.0
1977,CUB,Cuba,Upper middle income,Latin America & Caribbean,9672546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46105,14206158675.0,0.0
1978,CUB,Cuba,Upper middle income,Latin America & Caribbean,9729986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37588,17844705325.0,0.0
1979,CUB,Cuba,Upper middle income,Latin America & Caribbean,9774711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42543,19584443288.0,0.0
1980,CUB,Cuba,Upper middle income,Latin America & Caribbean,9809107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43166,19912889861.0,0.0
1981,CUB,Cuba,Upper middle income,Latin America & Caribbean,9848560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22159,20150254096.0,0.0
1982,CUB,Cuba,Upper middle income,Latin America & Caribbean,9908874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21055,20953510235.0,0.0
1983,CUB,Cuba,Upper middle income,Latin America & Caribbean,9984591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19994,22204940512.0,0.0
1984,CUB,Cuba,Upper middle income,Latin America & Caribbean,10065539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18994,24039383608.0,0.0
1985,CUB,Cuba,Upper middle income,Latin America & Caribbean,10149044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18048,22920490774.0,0.0
1986,CUB,Cuba,Upper middle income,Latin America & Caribbean,10235480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17146,24226574634.0,0.0
1987,CUB,Cuba,Upper middle income,Latin America & Caribbean,10326910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16290,25213935012.0,0.0
1988,CUB,Cuba,Upper middle income,Latin America & Caribbean,10425433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15474,27458999472.0,0.0
1989,CUB,Cuba,Upper middle income,Latin America & Caribbean,10527187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14705,27023468666.0,0.0
1990,CUB,Cuba,Upper middle income,Latin America & Caribbean,10626680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15438,28645436569.0,0.0
1991,CUB,Cuba,Upper middle income,Latin America & Caribbean,10713812,0.0,0.0,0.0,0.0,0.0,0.0,7.904,0.0,-20665,24316556026.0,0.0
1992,CUB,Cuba,Upper middle income,Latin America & Caribbean,10783748,0.0,0.0,0.0,0.0,0.0,0.0,8.056,0.152,-21867,22085858243.0,0.0
1993,CUB,Cuba,Upper middle income,Latin America & Caribbean,10840934,0.0,0.0,0.0,0.0,0.0,0.0,8.255,0.199,-24358,22367254865.0,0.0
1994,CUB,Cuba,Upper middle income,Latin America & Caribbean,10887207,0.0,0.0,0.0,0.0,0.0,0.0,8.146,-0.109,-27272,28448326757.0,0.0
1995,CUB,Cuba,Upper middle income,Latin America & Caribbean,10926703,0.0,0.0,0.0,0.0,0.0,0.0,8.27,0.124,-28713,30429803651.0,0.0
1996,CUB,Cuba,Upper middle income,Latin America & Caribbean,10963031,0.0,0.0,0.0,0.0,0.0,0.0,7.61,-0.66,-25052,25017368700.0,0.0
1997,CUB,Cuba,Upper middle income,Latin America & Caribbean,10998129,0.0,0.0,0.0,0.0,0.0,0.0,7.1,-0.51,-34305,25365908100.0,0.0
1998,CUB,Cuba,Upper middle income,Latin America & Caribbean,11033758,0.0,0.0,0.0,0.0,0.0,0.0,6.23,-0.87,-32396,25736331200.0,0.0
1999,CUB,Cuba,Upper middle income,Latin America & Caribbean,11070094,0.0,0.0,0.0,0.0,0.0,0.0,6.26,0.03,-30770,28364615200.0,0.0
2000,CUB,Cuba,Upper middle income,Latin America & Caribbean,11105791,0.0,0.0,0.0,0.0,0.0,0.0,5.45,-0.81,-24942,30565400000.0,0.0
2001,CUB,Cuba,Upper middle income,Latin America & Caribbean,11139127,0.0,0.0,0.0,0.0,0.0,0.0,4.08,-1.37,-22329,31682400000.0,0.0
2002,CUB,Cuba,Upper middle income,Latin America & Caribbean,11170051,0.0,0.0,0.0,0.0,0.0,0.0,3.31,-0.77,-23874,33590500000.0,0.0
2003,CUB,Cuba,Upper middle income,Latin America & Caribbean,11199217,0.0,0.0,0.0,0.0,0.0,0.0,2.33,-0.98,-19525,35901200000.0,0.0
2004,CUB,Cuba,Upper middle income,Latin America & Caribbean,11225294,0.0,0.0,0.0,0.0,0.0,0.0,1.85,-0.48,-13532,38203000000.0,0.0
2005,CUB,Cuba,Upper middle income,Latin America & Caribbean,11246114,0.0,0.0,0.0,0.0,0.0,0.0,1.95,0.1,-11973,42643836100.0,0.0
2006,CUB,Cuba,Upper middle income,Latin America & Caribbean,11260630,0.0,0.0,0.0,0.0,0.0,0.0,1.91,-0.04,-9462,48835925926.0,0.0
2007,CUB,Cuba,Upper middle income,Latin America & Caribbean,11269887,0.0,0.0,0.0,0.0,0.0,0.0,1.79,-0.12,-14434,54262870370.0,0.0
2008,CUB,Cuba,Upper middle income,Latin America & Caribbean,11276609,0.0,0.0,0.0,0.0,0.0,0.0,1.58,-0.21,-24636,56302129630.0,0.0
2009,CUB,Cuba,Upper middle income,Latin America & Caribbean,11283185,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.09,-30328,57481481481.0,0.0
2010,CUB,Cuba,Upper middle income,Latin America & Caribbean,11290417,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.83,-27718,59562962963.0,0.0
2011,CUB,Cuba,Upper middle income,Latin America & Caribbean,11298710,0.0,0.0,0.0,0.0,0.0,0.0,3.18,0.68,-28752,68990000000.0,0.0
2012,CUB,Cuba,Upper middle income,Latin America & Caribbean,11309290,0.0,0.0,0.0,0.0,0.0,0.0,3.46,0.28,-17531,73141000000.0,0.0
2013,CUB,Cuba,Upper middle income,Latin America & Caribbean,11321579,0.0,0.0,0.0,0.0,0.0,0.0,3.29,-0.17,-15301,77148000000.0,0.0
2014,CUB,Cuba,Upper middle income,Latin America & Caribbean,11332026,0.0,0.0,0.0,0.0,0.0,0.0,2.7,-0.59,-14543,80656000000.0,0.0
2015,CUB,Cuba,Upper middle income,Latin America & Caribbean,11339894,0.0,0.0,0.0,0.0,0.0,0.0,2.4,-0.3,-14372,87133000000.0,0.0
2016,CUB,Cuba,Upper middle income,Latin America & Caribbean,11342012,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-0.4,-14454,91370000000.0,0.0
2017,CUB,Cuba,Upper middle income,Latin America & Caribbean,11336405,0.0,0.0,0.0,0.0,0.0,0.0,1.7,-0.3,-14498,96851000000.0,0.0
2018,CUB,Cuba,Upper middle income,Latin America & Caribbean,11328244,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,-14219,100000000000.0,0.0
2019,CUB,Cuba,Upper middle income,Latin America & Caribbean,11316697,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.5,-13686,103000000000.0,0.0
2020,CUB,Cuba,Upper middle income,Latin America & Caribbean,11300698,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.2,-7068,107000000000.0,0.0
2021,CUB,Cuba,Upper middle income,Latin America & Caribbean,11256372,0.0,0.0,0.0,0.0,0.0,0.0,1.473,0.073,-7068,0.0,
2022,CUB,Cuba,Upper middle income,Latin America & Caribbean,11212191,0.0,0.0,0.0,0.0,0.0,0.0,1.386,-0.087,0,0.0,
1970,CYP,Cyprus,High income,Europe & Central Asia,640804,0.0,0.0,0.0,0.0,0.0,253773694.1,0.0,0.0,-5021,0.0,
1971,CYP,Cyprus,High income,Europe & Central Asia,644413,0.0,0.0,0.0,0.0,0.0,253773694.1,0.0,0.0,-5468,0.0,
1972,CYP,Cyprus,High income,Europe & Central Asia,647620,0.0,0.0,0.0,0.0,0.0,253773694.1,0.0,0.0,-5896,0.0,
1973,CYP,Cyprus,High income,Europe & Central Asia,650705,0.0,0.0,0.0,0.0,0.0,253773694.1,0.0,0.0,-2874,0.0,
