country_name,country_code,Year,remittance_received,remittance_paid,gdp,unemployment_rate
Greenland,GRL,1979,0.0,0.0,0.0,0.0
Guatemala,GTM,1979,23600000.38,8100000.381,0.341900149,0.0
Guam,GUM,1979,0.0,0.0,0.0,0.0
Guyana,GUY,1979,0.0,0.0,0.0,0.0
"Hong Kong SAR, China",HKG,1979,0.0,0.0,0.0,0.0
Honduras,HND,1979,1500000.0,0.0,0.042321689,0.0
Croatia,HRV,1979,0.0,0.0,0.0,0.0
Haiti,HTI,1979,84779998.78,50680000.31,7.845641196,0.0
Hungary,HUN,1979,0.0,0.0,0.0,0.0
Indonesia,IDN,1979,0.0,0.0,0.0,0.0
Isle of Man,IMN,1979,0.0,0.0,0.0,0.0
India,IND,1979,1437018555.0,10211729.05,0.939279052,0.0
Ireland,IRL,1979,0.0,0.0,0.0,0.0
"Iran, Islamic Rep.",IRN,1979,0.0,0.0,0.0,0.0
Iraq,IRQ,1979,0.0,0.0,0.0,0.0
Iceland,ISL,1979,1700000.048,5099999.905,0.059577317,0.0
Israel,ISR,1979,335000000.0,15000000.0,0.0,0.0
Italy,ITA,1979,3698666504.0,350365570.1,0.939517672,0.0
Jamaica,JAM,1979,89900001.53,37799999.24,3.707119069,0.0
Jordan,JOR,1979,600949157.7,79917823.79,18.36998098,0.0
Japan,JPN,1979,160000000.0,200000000.0,0.015165703,0.0
Kazakhstan,KAZ,1979,0.0,0.0,0.0,0.0
Kenya,KEN,1979,19139999.39,18460775.38,0.307006722,0.0
Kyrgyz Republic,KGZ,1979,0.0,0.0,0.0,0.0
Cambodia,KHM,1979,0.0,0.0,0.0,0.0
Kiribati,KIR,1979,1564873.695,4876816.75,3.671842309,0.0
St. Kitts and Nevis,KNA,1979,0.0,0.0,0.0,0.0
"Korea, Rep.",KOR,1979,101000000.0,4000000.0,0.150865834,0.0
Kuwait,KWT,1979,0.0,531903198.2,0.0,0.0
Lao PDR,LAO,1979,0.0,0.0,0.0,0.0
Lebanon,LBN,1979,0.0,0.0,0.0,0.0
Liberia,LBR,1979,0.0,34999988.56,0.0,0.0
Libya,LBY,1979,0.0,831613464.4,0.0,0.0
St. Lucia,LCA,1979,0.0,0.0,0.0,0.0
Liechtenstein,LIE,1979,0.0,0.0,0.0,0.0
Sri Lanka,LKA,1979,60065425.87,0.0,1.785211371,0.0
Lesotho,LSO,1979,212464605.6,0.0,73.22963569,0.0
Lithuania,LTU,1979,0.0,0.0,0.0,0.0
Luxembourg,LUX,1979,0.0,0.0,0.0,0.0
Latvia,LVA,1979,0.0,0.0,0.0,0.0
"Macao SAR, China",MAC,1979,0.0,0.0,0.0,0.0
St. Martin (French part),MAF,1979,0.0,0.0,0.0,0.0
Morocco,MAR,1979,948415710.4,81813034.06,5.960382476,0.0
Monaco,MCO,1979,0.0,0.0,0.0,0.0
Moldova,MDA,1979,0.0,0.0,0.0,0.0
Madagascar,MDG,1979,47009.971,26325582.5,0.001357271,0.0
Maldives,MDV,1979,0.0,0.0,0.0,0.0
Mexico,MEX,1979,177000000.0,0.0,0.131569519,0.0
Marshall Islands,MHL,1979,0.0,0.0,0.0,0.0
North Macedonia,MKD,1979,0.0,0.0,0.0,0.0
Mali,MLI,1979,54061260.22,19509063.72,3.388522153,0.0
Malta,MLT,1979,28733226.78,6695120.811,2.869589806,0.0
Myanmar,MMR,1979,0.0,0.0,0.0,0.0
Montenegro,MNE,1979,0.0,0.0,0.0,0.0
Mongolia,MNG,1979,0.0,0.0,0.0,0.0
Northern Mariana Islands,MNP,1979,0.0,0.0,0.0,0.0
Mozambique,MOZ,1979,0.0,0.0,0.0,0.0
Mauritania,MRT,1979,2353325.605,32227489.47,0.247223791,0.0
Mauritius,MUS,1979,0.0,1109682.918,0.0,0.0
Malawi,MWI,1979,0.0,122417.3158,0.0,0.0
Malaysia,MYS,1979,4569461.346,12337546.35,0.021540582,0.0
Namibia,NAM,1979,0.0,0.0,0.0,0.0
New Caledonia,NCL,1979,0.0,0.0,0.0,0.0
Niger,NER,1979,8649801.254,45373851.78,0.410083575,0.0
Nigeria,NGA,1979,8278044.632,355955932.6,0.017515997,0.0
Nicaragua,NIC,1979,4500000.0,4000000.0,0.28706303,0.0
Netherlands,NLD,1979,550761962.9,763429077.1,0.306541874,0.0
Norway,NOR,1979,73067047.12,92032424.93,0.137518312,0.0
Nepal,NPL,1979,0.0,0.0,0.0,0.0
Nauru,NRU,1979,0.0,0.0,0.0,0.0
New Zealand,NZL,1979,207459869.4,140009857.2,1.000757132,0.0
Oman,OMN,1979,32715690.61,281412841.8,0.876308608,0.0
Pakistan,PAK,1979,1501616821.0,811904.192,7.626917645,0.0
Panama,PAN,1979,135699996.9,0.0,3.663061324,0.0
Peru,PER,1979,0.0,0.0,0.0,0.0
Philippines,PHL,1979,556000000.0,9000000.0,1.781006864,0.0
Palau,PLW,1979,0.0,0.0,0.0,0.0
Papua New Guinea,PNG,1979,9130308.151,37462608.34,0.398050037,0.0
Poland,POL,1979,0.0,0.0,0.0,0.0
Puerto Rico,PRI,1979,0.0,0.0,0.0,0.0
"Korea, Dem. People's Rep.",PRK,1979,0.0,0.0,0.0,0.0
Portugal,PRT,1979,2486267578.0,16373090.74,9.338858951,0.0
Paraguay,PRY,1979,36400001.53,2200000.048,1.065331254,0.0
West Bank and Gaza,PSE,1979,0.0,0.0,0.0,0.0
French Polynesia,PYF,1979,0.0,0.0,0.0,0.0
Qatar,QAT,1979,0.0,0.0,0.0,0.0
Romania,ROU,1979,0.0,0.0,0.0,0.0
Russian Federation,RUS,1979,0.0,0.0,0.0,0.0
Rwanda,RWA,1979,4787133.694,16207042.69,0.431527504,0.0
Saudi Arabia,SAU,1979,0.0,3763943604.0,0.0,0.0
Sudan,SDN,1979,127889999.4,12210000.04,1.519170877,0.0
Senegal,SEN,1979,56270721.44,69104393.01,1.377537443,0.0
Singapore,SGP,1979,0.0,0.0,0.0,0.0
Solomon Islands,SLB,1979,0.0,0.0,0.0,0.0
Sierra Leone,SLE,1979,0.0,0.0,0.0,0.0
El Salvador,SLV,1979,100000000.0,24120000.84,2.88713616,0.0
San Marino,SMR,1979,0.0,0.0,0.0,0.0
Somalia,SOM,1979,36648132.32,746624.2909,6.20713074,0.0
Serbia,SRB,1979,0.0,0.0,0.0,0.0
South Sudan,SSD,1979,0.0,0.0,0.0,0.0
Suriname,SUR,1979,5400000.095,14800000.19,0.690095859,0.0
Slovak Republic,SVK,1979,0.0,0.0,0.0,0.0
Slovenia,SVN,1979,0.0,0.0,0.0,0.0
Sweden,SWE,1979,46587486.27,74751640.32,0.037757242,0.0
Eswatini,SWZ,1979,16868654.25,9503466.606,4.093408229,0.0
Sint Maarten (Dutch part),SXM,1979,0.0,0.0,0.0,0.0
Seychelles,SYC,1979,0.0,0.0,0.0,0.0
Syrian Arab Republic,SYR,1979,901400024.4,0.0,9.077834184,0.0
Turks and Caicos Islands,TCA,1979,0.0,0.0,0.0,0.0
Chad,TCD,1979,0.0,8546380.043,0.0,0.0
Togo,TGO,1979,7958757.401,10069497.11,0.656742649,0.0
Thailand,THA,1979,188640701.3,19540206.91,0.689182782,0.0
Tajikistan,TJK,1979,0.0,0.0,0.0,0.0
Turkmenistan,TKM,1979,0.0,0.0,0.0,0.0
Timor-Leste,TLS,1979,0.0,0.0,0.0,0.0
Tonga,TON,1979,6572852.135,637048.9597,14.71523012,0.0
Trinidad and Tobago,TTO,1979,1416666.627,17458333.97,0.03078093,0.0
Tunisia,TUN,1979,282928924.6,22142263.41,3.935660429,0.0
Tuvalu,TUV,1979,0.0,0.0,0.0,0.0
Tanzania,TZA,1979,0.0,0.0,0.0,0.0
Uganda,UGA,1979,0.0,0.0,0.0,0.0
Ukraine,UKR,1979,0.0,0.0,0.0,0.0
Uruguay,URY,1979,4199999.809,1299999.952,0.058486189,0.0
United States,USA,1979,230000000.0,1220000000.0,0.008754124,0.0
Uzbekistan,UZB,1979,0.0,0.0,0.0,0.0
St. Vincent and the Grenadines,VCT,1979,0.0,0.0,0.0,0.0
"Venezuela, RB",VEN,1979,0.0,389000000.0,0.0,0.0
British Virgin Islands,VGB,1979,0.0,0.0,0.0,0.0
Virgin Islands (U.S.),VIR,1979,0.0,0.0,0.0,0.0
Vietnam,VNM,1979,0.0,0.0,0.0,0.0
Vanuatu,VUT,1979,0.0,0.0,0.0,0.0
Samoa,WSM,1979,13000000.0,0.0,0.0,0.0
Kosovo,XKX,1979,0.0,0.0,0.0,0.0
"Yemen, Rep.",YEM,1979,0.0,0.0,0.0,0.0
South Africa,ZAF,1979,51122856.14,805829650.9,0.081097589,0.0
Zambia,ZMB,1979,0.0,113900001.5,0.0,0.0
Zimbabwe,ZWE,1979,19397583.01,94783645.63,0.374654469,0.0
Aruba,ABW,1980,0.0,0.0,0.0,0.0
Afghanistan,AFG,1980,0.0,0.0,0.0,0.0
Angola,AGO,1980,0.0,0.0,0.0,0.0
Albania,ALB,1980,0.0,0.0,0.0,0.0
Andorra,AND,1980,0.0,0.0,0.0,0.0
United Arab Emirates,ARE,1980,0.0,0.0,0.0,0.0
Argentina,ARG,1980,56000000.0,36000000.0,0.072763254,0.0
Armenia,ARM,1980,0.0,0.0,0.0,0.0
American Samoa,ASM,1980,0.0,0.0,0.0,0.0
Antigua and Barbuda,ATG,1980,0.0,0.0,0.0,0.0
Australia,AUS,1980,631592773.4,303632507.3,0.421105641,0.0
Austria,AUT,1980,244725067.1,334470336.9,0.298230939,0.0
Azerbaijan,AZE,1980,0.0,0.0,0.0,0.0
Burundi,BDI,1980,0.0,0.0,0.0,0.0
Belgium,BEL,1980,1139075073.0,1280031494.0,0.898116558,0.0
Benin,BEN,1980,77002243.04,2120413.303,5.479604484,0.0
Burkina Faso,BFA,1980,150431030.3,51931194.31,7.799527112,0.0
Bangladesh,BGD,1980,338666748.0,392002.4037,1.867161932,0.0
Bulgaria,BGR,1980,0.0,0.0,0.0,0.0
Bahrain,BHR,1980,0.0,329973266.6,0.0,0.0
"Bahamas, The",BHS,1980,0.0,41700000.76,0.0,0.0
Bosnia and Herzegovina,BIH,1980,0.0,0.0,0.0,0.0
Belarus,BLR,1980,0.0,0.0,0.0,0.0
Belize,BLZ,1980,0.0,0.0,0.0,0.0
Bermuda,BMU,1980,0.0,0.0,0.0,0.0
Bolivia,BOL,1980,1399999.976,2400000.095,0.030854077,0.0
Brazil,BRA,1980,111000000.0,152000000.0,0.046757811,0.0
Barbados,BRB,1980,9100000.381,699999.9881,0.898960254,0.0
Brunei Darussalam,BRN,1980,0.0,0.0,0.0,0.0
Bhutan,BTN,1980,0.0,0.0,0.0,0.0
Botswana,BWA,1980,77326385.5,25861236.57,7.288824194,0.0
Central African Republic,CAF,1980,37864.5249,19609090.81,0.004750594,0.0
Canada,CAN,1980,0.0,0.0,0.0,0.0
Switzerland,CHE,1980,608697814.9,2339309326.0,0.496664124,0.0
Channel Islands,CHI,1980,0.0,0.0,0.0,0.0
Chile,CHL,1980,0.0,70000000.0,0.0,0.0
China,CHN,1980,0.0,0.0,0.0,0.0
Cameroon,CMR,1980,29392337.8,101760910.0,0.44036308,0.0
"Congo, Dem. Rep.",COD,1980,0.0,0.0,0.0,0.0
"Congo, Rep.",COG,1980,3175887.108,39142452.24,0.186182024,0.0
Colombia,COL,1980,106000000.0,39045898.44,0.31735828,0.0
Comoros,COM,1980,1618722.2,1519326.925,0.762762916,0.0
Cabo Verde,CPV,1980,40064800.26,0.0,28.16569203,0.0
Costa Rica,CRI,1980,4099999.905,0.0,0.084860703,0.0
Cuba,CUB,1980,0.0,0.0,0.0,0.0
Cayman Islands,CYM,1980,0.0,0.0,0.0,0.0
Cyprus,CYP,1980,94037223.82,9063828.468,4.365071326,0.0
Czechia,CZE,1980,0.0,0.0,0.0,0.0
Germany,DEU,1980,2380181152.0,5818916016.0,0.2504687,0.0
Djibouti,DJI,1980,0.0,0.0,0.0,0.0
Dominica,DMA,1980,8600000.381,0.0,11.81243229,0.0
Denmark,DNK,1980,0.0,0.0,0.0,0.0
Dominican Republic,DOM,1980,183100006.1,0.0,2.708059189,0.0
Algeria,DZA,1980,406000000.0,164692703.2,0.958772112,0.0
Ecuador,ECU,1980,0.0,66900001.53,0.0,0.0
"Egypt, Arab Rep.",EGY,1980,2696000000.0,0.0,12.44121562,0.0
Eritrea,ERI,1980,0.0,0.0,0.0,0.0
Spain,ESP,1980,2187928955.0,11255760.19,0.939965983,0.0
Estonia,EST,1980,0.0,0.0,0.0,0.0
Ethiopia,ETH,1980,12222222.33,579710.1259,0.0,0.0
Finland,FIN,1980,106253776.6,14749095.92,0.198067622,0.0
Fiji,FJI,1980,4890186.787,10342744.83,0.406627996,0.0
France,FRA,1980,1440365112.0,5070108398.0,0.205388407,0.0
Faroe Islands,FRO,1980,0.0,0.0,0.0,0.0
"Micronesia, Fed. Sts.",FSM,1980,0.0,0.0,0.0,0.0
Gabon,GAB,1980,47330.6552,143553878.8,0.00110595,0.0
United Kingdom,GBR,1980,0.0,0.0,0.0,0.0
Georgia,GEO,1980,0.0,0.0,0.0,0.0
Ghana,GHA,1980,899999.9762,9399999.619,0.020246429,0.0
Gibraltar,GIB,1980,0.0,0.0,0.0,0.0
Guinea,GIN,1980,0.0,0.0,0.0,0.0
"Gambia, The",GMB,1980,390921.8907,2328187.704,0.162152333,0.0
Guinea-Bissau,GNB,1980,0.0,0.0,0.0,0.0
Equatorial Guinea,GNQ,1980,0.0,0.0,0.0,0.0
Greece,GRC,1980,1119000000.0,59000000.0,1.969042074,0.0
Grenada,GRD,1980,0.0,2599999.905,0.0,0.0
Greenland,GRL,1980,0.0,0.0,0.0,0.0
Guatemala,GTM,1980,26200000.76,11399999.62,0.33254218,0.0
Guam,GUM,1980,0.0,0.0,0.0,0.0
Guyana,GUY,1980,0.0,0.0,0.0,0.0
"Hong Kong SAR, China",HKG,1980,0.0,0.0,0.0,0.0
Honduras,HND,1980,1600000.024,0.0,0.040320955,0.0
Croatia,HRV,1980,0.0,0.0,0.0,0.0
Haiti,HTI,1980,106440002.4,54340000.15,7.691863158,0.0
Hungary,HUN,1980,0.0,0.0,0.0,0.0
Indonesia,IDN,1980,0.0,0.0,0.0,0.0
Isle of Man,IMN,1980,0.0,0.0,0.0,0.0
India,IND,1980,2756975586.0,29241802.22,1.479656772,0.0
Ireland,IRL,1980,0.0,0.0,0.0,0.0
"Iran, Islamic Rep.",IRN,1980,0.0,0.0,0.0,0.0
Iraq,IRQ,1980,0.0,0.0,0.0,0.0
Iceland,ISL,1980,1500000.0,5500000.0,0.044360457,0.0
Israel,ISR,1980,421000000.0,31000000.0,0.0,0.0
Italy,ITA,1980,4013217285.0,427576019.3,0.840892678,0.0
Jamaica,JAM,1980,95500000.0,35200000.76,3.564258237,0.0
Jordan,JOR,1980,793860229.5,154422592.2,20.30309967,0.0
Japan,JPN,1980,140000000.0,220000000.0,0.012665261,0.0
Kazakhstan,KAZ,1980,0.0,0.0,0.0,0.0
Kenya,KEN,1980,27719999.31,13476748.47,0.381538833,0.0
Kyrgyz Republic,KGZ,1980,0.0,0.0,0.0,0.0
Cambodia,KHM,1980,0.0,0.0,0.0,0.0
Kiribati,KIR,1980,1594089.389,2732724.667,3.783783706,0.0
St. Kitts and Nevis,KNA,1980,792592.5851,1700000.048,1.15775805,0.0
"Korea, Rep.",KOR,1980,562599975.6,57700000.76,0.860262411,0.0
Kuwait,KWT,1980,0.0,691830505.4,0.0,0.0
Lao PDR,LAO,1980,0.0,0.0,0.0,0.0
Lebanon,LBN,1980,0.0,0.0,0.0,0.0
Liberia,LBR,1980,0.0,31999990.46,0.0,0.0
Libya,LBY,1980,0.0,1052184448.0,0.0,0.0
St. Lucia,LCA,1980,0.0,0.0,0.0,0.0
Liechtenstein,LIE,1980,0.0,0.0,0.0,0.0
Sri Lanka,LKA,1980,151700653.1,0.0,3.769314407,0.0
Lesotho,LSO,1980,263214072.8,0.0,60.99375186,0.0
Lithuania,LTU,1980,0.0,0.0,0.0,0.0
Luxembourg,LUX,1980,0.0,0.0,0.0,0.0
Latvia,LVA,1980,0.0,0.0,0.0,0.0
"Macao SAR, China",MAC,1980,0.0,0.0,0.0,0.0
St. Martin (French part),MAF,1980,0.0,0.0,0.0,0.0
Morocco,MAR,1980,1053942871.0,77477127.08,4.850505293,0.0
Monaco,MCO,1980,0.0,0.0,0.0,0.0
Moldova,MDA,1980,0.0,0.0,0.0,0.0
Madagascar,MDG,1980,378646.7016,31238351.82,0.007279122,0.0
Maldives,MDV,1980,0.0,200000.003,0.0,0.0
Mexico,MEX,1980,1039000000.0,11000000.0,0.50540678,0.0
Marshall Islands,MHL,1980,0.0,0.0,0.0,0.0
North Macedonia,MKD,1980,0.0,0.0,0.0,0.0
Mali,MLI,1980,59399974.82,18932262.42,3.375590865,0.0
Malta,MLT,1980,35029144.29,7526923.18,2.801788875,0.0
Myanmar,MMR,1980,0.0,0.0,0.0,0.0
Montenegro,MNE,1980,0.0,0.0,0.0,0.0
Mongolia,MNG,1980,0.0,0.0,0.0,0.0
Northern Mariana Islands,MNP,1980,0.0,0.0,0.0,0.0
Mozambique,MOZ,1980,53400001.53,25299999.24,0.0,0.0
Mauritania,MRT,1980,5575631.142,32582595.83,0.532063934,0.0
Mauritius,MUS,1980,0.0,1561627.388,0.0,0.0
Malawi,MWI,1980,0.0,246276.4084,0.0,0.0
Malaysia,MYS,1980,0.0,18834266.66,0.0,0.0
Namibia,NAM,1980,0.0,0.0,0.0,0.0
New Caledonia,NCL,1980,0.0,0.0,0.0,0.0
Niger,NER,1980,11283628.46,53417377.47,0.449811333,0.0
Nigeria,NGA,1980,21946633.79,523061462.4,0.034183836,0.0
Nicaragua,NIC,1980,0.0,2000000.0,0.0,0.0
Netherlands,NLD,1980,604357360.8,970156738.3,0.309685309,0.0
Norway,NOR,1980,101641563.4,109972061.2,0.157732854,0.0
Nepal,NPL,1980,0.0,0.0,0.0,0.0
Nauru,NRU,1980,0.0,0.0,0.0,0.0
New Zealand,NZL,1980,256152557.4,150951782.2,1.10198987,0.0
Oman,OMN,1980,34742328.64,396641571.0,0.580804428,0.0
Pakistan,PAK,1980,2047622437.0,710416.1978,8.65639623,0.0
Panama,PAN,1980,65199996.95,37299999.24,1.413064067,0.0
Peru,PER,1980,0.0,0.0,0.0,0.0
Philippines,PHL,1980,626000000.0,12000000.0,1.698867383,0.0
Palau,PLW,1980,0.0,0.0,0.0,0.0
Papua New Guinea,PNG,1980,5445909.023,28238548.28,0.21391663,0.0
Poland,POL,1980,0.0,0.0,0.0,0.0
Puerto Rico,PRI,1980,0.0,0.0,0.0,0.0
"Korea, Dem. People's Rep.",PRK,1980,0.0,0.0,0.0,0.0
Portugal,PRT,1980,2968488037.0,32607627.87,9.023714523,0.0
Paraguay,PRY,1980,52099998.47,2000000.0,1.171289926,0.0
West Bank and Gaza,PSE,1980,0.0,0.0,0.0,0.0
French Polynesia,PYF,1980,0.0,0.0,0.0,0.0
Qatar,QAT,1980,0.0,0.0,0.0,0.0
Romania,ROU,1980,0.0,0.0,0.0,0.0
Russian Federation,RUS,1980,0.0,0.0,0.0,0.0
Rwanda,RWA,1980,3381209.373,21797761.92,0.269469394,0.0
Saudi Arabia,SAU,1980,0.0,4094096191.0,0.0,0.0
Sudan,SDN,1980,262200012.2,53200000.76,2.929019992,0.0
Senegal,SEN,1980,77054306.03,90874862.67,1.708480179,0.0
Singapore,SGP,1980,0.0,0.0,0.0,0.0
Solomon Islands,SLB,1980,0.0,0.0,0.0,0.0
Sierra Leone,SLE,1980,95256.4552,1524103.284,0.008654262,0.0
El Salvador,SLV,1980,49040000.92,9119999.886,1.372147486,0.0
San Marino,SMR,1980,0.0,0.0,0.0,0.0
Somalia,SOM,1980,57251785.28,1699761.748,9.485169283,0.0
Serbia,SRB,1980,0.0,0.0,0.0,0.0
South Sudan,SSD,1980,0.0,0.0,0.0,0.0
Suriname,SUR,1980,6000000.0,17500000.0,0.754716981,0.0
Slovak Republic,SVK,1980,0.0,0.0,0.0,0.0
Slovenia,SVN,1980,0.0,0.0,0.0,0.0
Sweden,SWE,1980,65987792.97,82767341.61,0.046439892,0.0
Eswatini,SWZ,1980,35311187.74,8731493.95,6.51525534,0.0
Sint Maarten (Dutch part),SXM,1980,0.0,0.0,0.0,0.0
Seychelles,SYC,1980,0.0,0.0,0.0,0.0
Syrian Arab Republic,SYR,1980,773500000.0,0.0,5.921567192,0.0
Turks and Caicos Islands,TCA,1980,0.0,0.0,0.0,0.0
Chad,TCD,1980,0.0,4113034.248,0.0,0.0
Togo,TGO,1980,9934704.781,9191613.197,0.643318261,0.0
Thailand,THA,1980,383128845.2,35397003.17,1.184195446,0.0
Tajikistan,TJK,1980,0.0,0.0,0.0,0.0
Turkmenistan,TKM,1980,0.0,0.0,0.0,0.0
Timor-Leste,TLS,1980,0.0,0.0,0.0,0.0
Tonga,TON,1980,7088341.713,708307.0278,13.30892116,0.0
Trinidad and Tobago,TTO,1980,6000000.0,31416666.03,0.096218094,0.0
Tunisia,TUN,1980,318554565.4,22224737.17,3.643065768,0.0
Tuvalu,TUV,1980,0.0,0.0,0.0,0.0
Tanzania,TZA,1980,0.0,0.0,0.0,0.0
Uganda,UGA,1980,0.0,4099999.905,0.0,0.0
Ukraine,UKR,1980,0.0,0.0,0.0,0.0
Uruguay,URY,1980,0.0,0.0,0.0,0.0
United States,USA,1980,80000000.0,1360000000.0,0.002799839,0.0
Uzbekistan,UZB,1980,0.0,0.0,0.0,0.0
St. Vincent and the Grenadines,VCT,1980,0.0,0.0,0.0,0.0
"Venezuela, RB",VEN,1980,0.0,418000000.0,0.0,0.0
British Virgin Islands,VGB,1980,0.0,0.0,0.0,0.0
Virgin Islands (U.S.),VIR,1980,0.0,0.0,0.0,0.0
Vietnam,VNM,1980,0.0,0.0,0.0,0.0
Vanuatu,VUT,1980,0.0,0.0,0.0,0.0
Samoa,WSM,1980,19000000.0,0.0,0.0,0.0
Kosovo,XKX,1980,0.0,0.0,0.0,0.0
"Yemen, Rep.",YEM,1980,0.0,0.0,0.0,0.0
South Africa,ZAF,1980,67096893.31,1016783813.0,0.075042469,0.0
Zambia,ZMB,1980,0.0,82400001.53,0.0,0.0
Zimbabwe,ZWE,1980,16891616.82,134977966.3,0.252911366,0.0
Aruba,ABW,1981,0.0,0.0,0.0,0.0
Afghanistan,AFG,1981,0.0,0.0,0.0,0.0
Angola,AGO,1981,0.0,0.0,0.0,0.0
Albania,ALB,1981,0.0,0.0,0.0,0.0
Andorra,AND,1981,0.0,0.0,0.0,0.0
United Arab Emirates,ARE,1981,0.0,0.0,0.0,0.0
Argentina,ARG,1981,42000000.0,27000000.0,0.053382925,0.0
Armenia,ARM,1981,0.0,0.0,0.0,0.0
American Samoa,ASM,1981,0.0,0.0,0.0,0.0
Antigua and Barbuda,ATG,1981,0.0,0.0,0.0,0.0
Australia,AUS,1981,740711547.9,365259887.7,0.41873682,0.0
Austria,AUT,1981,223906967.2,285688446.0,0.315209966,0.0
Azerbaijan,AZE,1981,0.0,0.0,0.0,0.0
Burundi,BDI,1981,0.0,0.0,0.0,0.0
Belgium,BEL,1981,948875671.4,1187483032.0,0.906020724,0.0
Benin,BEN,1981,62006073.0,1898933.649,4.802502002,0.0
Burkina Faso,BFA,1981,153360977.2,45419841.77,8.63595681,0.0
Bangladesh,BGD,1981,381052154.5,223066.7025,1.88176747,0.0
Bulgaria,BGR,1981,0.0,0.0,0.0,0.0
Bahrain,BHR,1981,0.0,367287231.4,0.0,0.0
"Bahamas, The",BHS,1981,0.0,30500000.0,0.0,0.0
Bosnia and Herzegovina,BIH,1981,0.0,0.0,0.0,0.0
Belarus,BLR,1981,0.0,0.0,0.0,0.0
Belize,BLZ,1981,0.0,0.0,0.0,0.0
Bermuda,BMU,1981,0.0,0.0,0.0,0.0
Bolivia,BOL,1981,4699999.809,2200000.048,0.079774501,0.0
Brazil,BRA,1981,124000000.0,154000000.0,0.048059189,0.0
Barbados,BRB,1981,11050000.19,800000.0119,0.99173875,0.0
Brunei Darussalam,BRN,1981,0.0,0.0,0.0,0.0
Bhutan,BTN,1981,0.0,0.0,0.0,0.0
Botswana,BWA,1981,74575286.87,29041337.97,6.94490831,0.0
Central African Republic,CAF,1981,11040.3122,15783966.06,0.001588983,0.0
Canada,CAN,1981,0.0,0.0,0.0,0.0
Switzerland,CHE,1981,442919036.9,2326597656.0,0.394609292,0.0
Channel Islands,CHI,1981,0.0,0.0,0.0,0.0
Chile,CHL,1981,0.0,93000000.0,0.0,0.0
China,CHN,1981,0.0,0.0,0.0,0.0
Cameroon,CMR,1981,28704811.1,101460464.5,0.434201748,0.0
"Congo, Dem. Rep.",COD,1981,0.0,0.0,0.0,0.0
"Congo, Rep.",COG,1981,2653791.666,22470714.57,0.133121407,0.0
Colombia,COL,1981,160000000.0,53062198.64,0.439700964,0.0
Comoros,COM,1981,1221804.857,743387.2819,0.622258866,0.0
Cabo Verde,CPV,1981,31596889.5,0.0,22.65526279,0.0
Costa Rica,CRI,1981,2400000.095,500000.0,0.091470284,0.0
Cuba,CUB,1981,0.0,0.0,0.0,0.0
Cayman Islands,CYM,1981,0.0,0.0,0.0,0.0
Cyprus,CYP,1981,83050415.04,7355894.089,3.978469907,0.0
Czechia,CZE,1981,0.0,0.0,0.0,0.0
Germany,DEU,1981,2117616699.0,4791845703.0,0.264545987,0.0
Djibouti,DJI,1981,0.0,0.0,0.0,0.0
Dominica,DMA,1981,8500000.0,0.0,10.3522958,0.0
Denmark,DNK,1981,0.0,0.0,0.0,0.0
Dominican Republic,DOM,1981,182899993.9,0.0,2.418896138,0.0
Algeria,DZA,1981,447000000.0,149682266.2,1.007923882,0.0
Ecuador,ECU,1981,0.0,66199996.95,0.0,0.0
"Egypt, Arab Rep.",EGY,1981,2180857178.0,0.0,9.852047298,0.0
Eritrea,ERI,1981,0.0,0.0,0.0,0.0
Spain,ESP,1981,1815784424.0,11797623.63,0.895322372,0.0
Estonia,EST,1981,0.0,0.0,0.0,0.0
Ethiopia,ETH,1981,10483091.35,676328.4802,0.143115767,0.0
Finland,FIN,1981,95759994.51,12016345.02,0.182579673,0.0
Fiji,FJI,1981,9302308.083,12321170.81,0.752840887,0.0
France,FRA,1981,1278299805.0,4668909668.0,0.207667164,0.0
Faroe Islands,FRO,1981,0.0,0.0,0.0,0.0
"Micronesia, Fed. Sts.",FSM,1981,0.0,0.0,0.0,0.0
Gabon,GAB,1981,184005.2009,83575164.79,0.004764173,0.0
United Kingdom,GBR,1981,0.0,0.0,0.0,0.0
Georgia,GEO,1981,0.0,0.0,0.0,0.0
Ghana,GHA,1981,1399999.976,9899999.619,0.033156171,0.0
Gibraltar,GIB,1981,0.0,0.0,0.0,0.0
Guinea,GIN,1981,0.0,0.0,0.0,0.0
"Gambia, The",GMB,1981,289367.497,2024539.948,0.132271569,0.0
Guinea-Bissau,GNB,1981,0.0,0.0,0.0,0.0
Equatorial Guinea,GNQ,1981,0.0,0.0,0.0,0.0
Greece,GRC,1981,1169000000.0,65000000.0,2.233195818,0.0
Grenada,GRD,1981,0.0,5199999.809,0.0,0.0
Greenland,GRL,1981,0.0,0.0,0.0,0.0
Guatemala,GTM,1981,24500000.0,7099999.905,0.284635482,0.0
Guam,GUM,1981,0.0,0.0,0.0,0.0
Guyana,GUY,1981,0.0,426666.677,0.0,0.0
"Hong Kong SAR, China",HKG,1981,0.0,0.0,0.0,0.0
Honduras,HND,1981,1750000.0,0.0,0.043275111,0.0
Croatia,HRV,1981,0.0,0.0,0.0,0.0
Haiti,HTI,1981,126620002.7,61840000.15,8.5588754,0.0
Hungary,HUN,1981,0.0,0.0,0.0,0.0
Indonesia,IDN,1981,0.0,0.0,0.0,0.0
